Iteration,Reward
0,0.04064609959355167
1,0.04064609959355167
2,0.04064609959355167
3,0.04064609959355167
4,0.04064609959355167
5,0.04064609959355167
6,0.04064609959355167
7,0.04064609959355167
8,0.04064609959355167
9,0.04064609959355167
10,0.04064609959355167
11,0.04064609959355167
12,0.04064609959355167
13,0.04064609959355167
14,0.03559064964410633
15,0.04064609959355167
16,0.04064609959355167
17,0.03559064964410633
18,0.03559064964410633
19,0.03559064964410633
20,0.03559064964410633
21,0.03559064964410633
22,0.03559064964410633
23,0.03559064964410633
24,0.03559064964410633
25,0.03559064964410633
26,0.03559064964410633
27,0.03559064964410633
28,0.03559064964410633
29,0.03559064964410633
30,0.03559064964410633
31,0.03559064964410633
32,0.03559064964410633
33,0.029928549700736874
34,0.029928549700736874
35,0.03559064964410633
36,0.06339574936604218
37,0.06339574936604218
38,0.06339574936604218
39,0.06339574936604218
40,0.06339574936604218
41,0.03559064964410633
42,0.03559064964410633
43,0.03559064964410633
44,0.03559064964410633
45,0.06339574936604218
46,0.06339574936604218
47,0.03559064964410633
48,0.06339574936604218
49,0.06339574936604218
